Country,Region,Year,Life_expectancy,Schooling,Infant_deaths,Under_five_deaths,Adult_mortality,GDP_per_capita,Economy_status_Developed,Economy_status_Developing
Pakistan,Asia,2006,64.2,4.4,75.4,94.5,179.458,1217,0,1
Guinea-Bissau,Africa,2015,57.0,2.9,60.0,92.1,270.2885,603,0,1
Thailand,Asia,2004,71.7,6.8,15.5,18.0,184.5775,4263,0,1
Guatemala,Central America and Caribbean,2010,71.5,4.9,28.6,34.8,177.598,3606,0,1
Kyrgyz Republic,Asia,2007,67.9,10.3,31.2,35.7,221.239,900,0,1
Austria,European Union,2012,80.9,11.8,3.3,4.0,69.0215,44550,1,0
Mali,Africa,2013,56.6,2.2,70.6,116.6,277.2635,701,0,1
Bahrain,Middle East,2005,75.3,8.4,9.1,10.6,77.801,22344,0,1
Russian Federation,Rest of Europe,2011,69.7,11.6,8.1,10.1,238.2245,9124,0,1
Guinea-Bissau,Africa,2005,52.3,2.3,89.2,144.5,299.375,562,0,1
Turkmenistan,Asia,2006,65.4,9.9,42.3,49.6,214.822,3057,0,1
St. Lucia,Central America and Caribbean,2009,74.7,7.9,16.9,19.3,146.8905,10099,0,1
Belarus,Rest of Europe,2012,72.0,12.0,3.7,4.9,192.409,6048,0,1
Portugal,European Union,2007,78.3,7.7,3.3,4.2,91.6555,19951,1,0
Vanuatu,Oceania,2000,67.4,6.5,23.9,28.5,181.1765,2837,0,1
"Micronesia, Fed. Sts.",Oceania,2012,66.8,7.7,26.2,31.6,169.018,3076,0,1
Pakistan,Asia,2007,64.4,4.4,74.1,92.7,178.0545,1247,0,1
Malawi,Africa,2005,47.8,3.4,65.0,110.5,528.961,289,0,1
Indonesia,Asia,2002,66.3,7.0,37.8,47.6,192.0885,1968,0,1
Afghanistan,Asia,2013,62.5,3.5,57.3,76.9,236.221,569,0,1
United States,North America,2000,76.6,12.7,7.1,8.4,113.6425,48746,1,0
Vanuatu,Oceania,2004,68.2,6.5,23.6,28.1,164.9795,2553,0,1
Sao Tome and Principe,Central America and Caribbean,2006,65.3,4.5,36.6,50.9,204.863,1282,0,1
Zambia,Africa,2011,57.1,6.7,50.1,76.8,352.9365,1244,0,1
Papua New Guinea,Oceania,2008,61.4,3.8,46.8,60.8,238.9705,1991,0,1
Dominican Republic,Central America and Caribbean,2001,69.7,6.5,31.7,39.0,185.7315,4249,0,1
Equatorial Guinea,Africa,2011,55.9,5.5,76.7,107.4,327.4155,14099,0,1
Peru,South America,2010,74.4,8.4,15.3,19.8,132.268,5178,0,1
Myanmar,Asia,2002,60.7,3.3,62.3,84.7,234.2095,381,0,1
"Congo, Dem. Rep.",Africa,2012,57.9,5.8,79.1,106.1,272.347,433,0,1
Libya,Africa,2005,71.9,6.4,19.8,23.1,135.266,12760,0,1
Indonesia,Asia,2008,68.5,7.1,30.0,36.7,186.9555,2514,0,1
Sierra Leone,Africa,2006,45.5,2.8,120.9,188.9,459.6215,476,0,1
Spain,European Union,2004,79.9,8.6,3.9,4.9,77.449,25655,1,0
Armenia,Rest of Europe,2002,72.1,10.8,24.5,27.7,138.447,1619,0,1
Hungary,European Union,2009,73.9,11.7,5.2,6.2,163.682,11167,1,0
"Congo, Rep.",Africa,2005,55.6,5.8,56.8,86.4,375.1285,2172,0,1
"Yemen, Rep.",Middle East,2010,65.5,2.6,45.5,58.8,235.0695,2722,0,1
Trinidad and Tobago,Central America and Caribbean,2010,71.9,10.7,20.1,22.5,177.125,18189,0,1
Albania,Rest of Europe,2005,75.2,9.1,17.8,20.0,84.4915,2676,0,1
Israel,Middle East,2014,82.2,12.9,3.2,4.0,56.744,35711,1,0
Colombia,South America,2000,72.9,6.5,21.2,25.1,170.6395,3962,0,1
Honduras,Central America and Caribbean,2002,71.2,4.5,27.8,33.7,167.5135,1810,0,1
Mozambique,Africa,2007,50.9,3.0,78.0,118.8,402.122,429,0,1
Central African Republic,Africa,2001,44.1,2.9,109.2,167.4,541.331,470,0,1
Kazakhstan,Asia,2003,65.7,11.2,30.8,35.2,281.374,6046,0,1
Kiribati,Oceania,2013,66.7,7.9,46.8,60.8,202.588,1453,0,1
Ethiopia,Africa,2010,61.6,2.3,54.3,82.0,266.317,453,0,1
United Kingdom,Rest of Europe,2013,81.0,12.6,4.0,4.7,69.542,43621,1,0
Belize,Central America and Caribbean,2005,70.0,10.3,17.9,20.9,187.653,4809,0,1
Kuwait,Middle East,2003,73.4,6.1,10.1,11.8,85.484,34322,0,1
Niger,Africa,2001,50.6,1.1,93.7,215.2,290.6955,413,0,1
Kuwait,Middle East,2001,73.2,6.2,10.5,12.2,88.2055,29186,0,1
St. Vincent and the Grenadines,Central America and Caribbean,2012,71.9,8.5,16.8,18.6,158.0595,6810,0,1
Morocco,Africa,2010,74.4,4.2,26.8,31.2,82.9485,2534,0,1
Greece,European Union,2004,79.0,9.6,4.3,4.9,79.534,22118,1,0
Ireland,European Union,2012,80.8,11.3,3.4,4.0,67.3805,46001,1,0
Benin,Africa,2007,58.3,2.8,73.6,116.2,261.384,981,0,1
Luxembourg,European Union,2001,77.8,10.5,3.5,4.2,94.658,94244,1,0
Mali,Africa,2000,48.1,1.2,101.5,187.4,328.1605,572,0,1
Namibia,Africa,2013,60.5,6.6,35.8,49.1,341.1665,4588,0,1
Uruguay,South America,2014,77.2,8.6,8.0,9.3,106.8025,15609,0,1
Djibouti,Africa,2009,59.6,3.9,64.2,78.8,279.1605,1267,0,1
Seychelles,Africa,2013,73.1,9.1,12.5,14.5,152.634,14260,0,1
Turkiye,Middle East,2014,76.2,7.6,11.9,13.8,107.701,10550,0,1
Sri Lanka,Asia,2011,75.6,10.8,9.4,10.9,117.8205,3177,0,1
Mexico,North America,2009,75.1,8.2,17.0,19.9,119.005,8569,0,1
Cuba,Central America and Caribbean,2013,78.5,11.0,4.7,5.9,91.899,7318,0,1
France,European Union,2003,79.1,10.2,3.6,4.9,97.437,34190,1,0
Uganda,Africa,2012,59.0,5.3,44.3,66.7,326.2865,818,0,1
Eswatini,Africa,2009,45.3,5.6,57.9,96.0,531.8035,3206,0,1
Mongolia,Asia,2002,63.8,8.4,42.0,53.7,263.9875,1685,0,1
Nigeria,Africa,2003,47.2,5.2,100.8,165.9,406.792,1764,0,1
Azerbaijan,Asia,2002,67.4,10.6,53.5,64.3,163.946,1754,0,1
Mauritania,Africa,2005,61.3,3.4,67.0,108.1,221.8,1379,0,1
Israel,Middle East,2013,82.1,12.8,3.3,4.1,58.2,34961,1,0
Syrian Arab Republic,Middle East,2008,73.6,6.3,16.2,18.9,128.9725,1579,0,1
Armenia,Rest of Europe,2014,74.3,11.5,13.3,14.8,126.937,3511,0,1
Equatorial Guinea,Africa,2012,56.3,5.5,74.3,103.6,325.0465,14614,0,1
Turkmenistan,Asia,2012,67.2,9.8,36.3,42.0,194.059,5250,0,1
Kazakhstan,Asia,2011,68.7,11.5,16.4,18.3,226.753,9507,0,1
Uzbekistan,Asia,2000,67.2,9.1,50.8,60.7,191.823,1277,0,1
Namibia,Africa,2002,50.9,5.8,43.6,74.7,494.617,3211,0,1
Honduras,Central America and Caribbean,2015,74.5,6.3,16.5,19.2,146.5195,2302,0,1
Hungary,European Union,2011,74.9,12.0,4.9,5.9,149.61,11557,1,0
Croatia,European Union,2010,76.5,10.8,4.7,5.5,101.45,11749,1,0
Equatorial Guinea,Africa,2006,54.6,5.4,90.3,129.0,335.756,13283,0,1
Gabon,Africa,2006,58.6,7.0,46.6,71.6,310.2645,7092,0,1
Slovak Republic,European Union,2004,74.0,10.6,7.1,8.5,138.1965,10717,1,0
Lesotho,Africa,2004,43.1,5.2,73.0,114.5,617.2135,804,0,1
Uganda,Africa,2001,47.2,4.0,83.4,139.3,522.318,527,0,1
Libya,Africa,2014,72.0,7.3,11.8,13.8,135.968,7723,0,1
Ukraine,Rest of Europe,2001,67.8,10.4,15.0,17.4,255.8925,1561,0,1
St. Lucia,Central America and Caribbean,2011,75.0,8.4,17.7,20.0,143.2465,10619,0,1
Guinea,Africa,2015,59.6,2.6,68.4,107.3,262.871,769,0,1
Sweden,European Union,2006,80.7,12.4,2.8,3.4,63.6035,47865,1,0
Sao Tome and Principe,Central America and Caribbean,2014,69.1,5.3,20.1,25.3,192.893,1554,0,1
Poland,European Union,2010,76.2,12.2,5.1,6.0,129.3125,10859,1,0
Jordan,Middle East,2003,72.3,9.7,20.8,24.6,126.1305,3923,0,1
Italy,European Union,2000,79.8,8.6,4.7,5.6,76.0095,32351,1,0
Samoa,Oceania,2002,69.5,9.1,17.1,20.1,167.599,3433,0,1
Chile,South America,2013,79.3,9.9,7.1,8.3,92.0,13272,0,1
Saudi Arabia,Middle East,2004,73.2,7.5,15.0,17.4,102.8635,18220,0,1
Malaysia,Asia,2003,73.2,8.0,7.3,8.5,130.2105,6728,0,1
Belarus,Rest of Europe,2003,68.6,9.1,7.8,10.1,251.835,3139,0,1
Iceland,Rest of Europe,2008,81.6,10.4,2.3,2.9,51.6075,53821,1,0
Italy,European Union,2007,81.4,9.4,3.6,4.2,61.3625,34081,1,0
Dominican Republic,Central America and Caribbean,2003,70.2,6.8,30.6,37.4,182.5815,4256,0,1
Canada,North America,2009,81.0,12.5,5.0,5.8,71.2685,40368,1,0
Argentina,South America,2001,73.8,9.1,16.9,18.9,137.696,10146,0,1
Papua New Guinea,Oceania,2011,62.3,4.1,44.0,56.5,232.8715,2211,0,1
Sweden,European Union,2015,82.2,12.4,2.3,2.9,53.4415,51545,1,0
Singapore,Asia,2007,80.4,10.2,2.3,2.9,63.981,46180,0,1
Central African Republic,Africa,2006,45.2,3.3,104.8,158.3,514.5715,467,0,1
"Iran, Islamic Rep.",Middle East,2004,71.6,6.9,23.6,28.2,138.2585,4683,0,1
Greece,European Union,2006,79.4,9.9,3.8,4.3,78.6205,23369,1,0
Bosnia and Herzegovina,Rest of Europe,2005,75.2,7.4,7.8,8.9,110.264,3502,0,1
Germany,European Union,2005,78.9,13.3,3.9,4.7,84.758,35310,1,0
Panama,Central America and Caribbean,2009,76.6,9.3,17.5,20.5,122.8365,9840,0,1
Indonesia,Asia,2015,70.8,7.9,23.2,27.7,175.564,3332,0,1
Ireland,European Union,2010,80.7,12.2,3.5,4.2,68.771,45932,1,0
Belize,Central America and Caribbean,2001,69.0,10.1,19.4,22.8,195.111,4353,0,1
Equatorial Guinea,Africa,2004,54.3,5.4,96.1,138.2,333.4845,11559,0,1
"Congo, Rep.",Africa,2009,59.3,6.0,44.7,65.0,319.8945,2272,0,1
Cameroon,Africa,2005,52.8,5.1,78.1,127.5,386.9125,1218,0,1
Austria,European Union,2006,79.9,10.1,3.9,4.7,78.393,42496,1,0
"Congo, Dem. Rep.",Africa,2008,55.7,5.0,88.1,122.3,292.737,392,0,1
Suriname,South America,2013,71.0,8.1,19.1,21.4,172.944,9673,0,1
Cyprus,European Union,2003,78.4,10.4,4.5,5.2,65.7605,23929,1,0
Cyprus,European Union,2000,78.0,10.0,5.6,6.5,69.0645,22382,1,0
Afghanistan,Asia,2008,59.9,3.0,69.2,95.7,259.806,399,0,1
Estonia,European Union,2000,70.4,11.7,8.7,10.9,213.0375,9960,1,0
Armenia,Rest of Europe,2007,72.8,11.0,19.0,21.4,145.711,3093,0,1
"Bahamas, The",Central America and Caribbean,2000,71.9,10.9,13.9,16.3,190.144,35794,0,1
Austria,European Union,2003,78.6,9.6,4.3,5.2,87.6535,39815,1,0
Vietnam,Asia,2011,74.9,7.6,18.1,22.7,130.047,2123,0,1
Norway,Rest of Europe,2009,80.8,12.7,2.8,3.4,66.481,72823,1,0
Kiribati,Oceania,2011,66.1,7.9,48.6,63.3,205.968,1366,0,1
Sao Tome and Principe,Central America and Caribbean,2011,67.9,5.0,25.7,33.0,196.7465,1431,0,1
Kazakhstan,Asia,2008,67.1,11.5,21.9,24.7,257.3335,8555,0,1
Mozambique,Africa,2014,56.1,3.4,63.0,88.4,344.63,569,0,1
Dominican Republic,Central America and Caribbean,2015,73.2,7.8,28.8,35.0,161.617,6922,0,1
"Congo, Dem. Rep.",Africa,2013,58.4,6.0,77.0,102.5,268.2395,454,0,1
Djibouti,Africa,2000,57.0,3.2,79.9,101.0,319.372,768,0,1
Slovenia,European Union,2008,78.8,11.9,2.9,3.6,94.189,22297,1,0
Benin,Africa,2013,60.1,3.2,65.7,102.1,248.4295,1052,0,1
Hungary,European Union,2014,75.8,11.8,4.5,5.4,131.9085,12237,1,0
Slovenia,European Union,2006,78.1,11.8,3.3,4.0,102.7445,20280,1,0
Nicaragua,Central America and Caribbean,2003,70.6,5.3,27.2,32.9,186.2505,1472,0,1
"Bahamas, The",Central America and Caribbean,2013,72.6,11.1,12.5,14.6,161.711,31408,0,1
Mauritania,Africa,2000,60.7,3.0,69.1,112.5,229.9,1296,0,1
Guatemala,Central America and Caribbean,2000,67.8,3.7,41.0,52.1,207.817,3195,0,1
China,Asia,2010,74.4,7.3,12.5,15.8,92.937,5647,0,1
Cameroon,Africa,2006,53.2,5.2,76.2,124.2,379.164,1230,0,1
Lithuania,European Union,2008,71.8,12.2,5.9,7.3,222.743,12425,1,0
Mexico,North America,2015,74.9,8.6,13.9,16.2,110.8405,9617,0,1
Cabo Verde,Africa,2003,69.9,4.0,24.8,29.8,140.524,2106,0,1
Iraq,Middle East,2005,68.3,5.8,32.4,40.0,179.8215,3493,0,1
Grenada,Central America and Caribbean,2005,73.1,7.8,12.4,14.6,166.2075,8559,0,1
Colombia,South America,2003,73.8,6.5,19.4,22.8,162.7195,4099,0,1
Sao Tome and Principe,Central America and Caribbean,2001,62.0,4.3,51.2,76.5,218.9645,1081,0,1
Slovak Republic,European Union,2000,73.1,10.3,8.2,9.8,147.9935,8915,1,0
Botswana,Africa,2006,53.4,8.4,38.1,61.5,468.51,5295,0,1
Czechia,European Union,2015,78.6,12.7,2.5,3.2,82.5385,17830,1,0
Denmark,European Union,2014,80.7,12.8,3.5,4.1,69.2705,52405,1,0
Mauritius,Africa,2010,73.0,8.2,12.5,14.5,151.4165,7818,0,1
Benin,Africa,2015,60.6,3.5,63.2,97.6,242.9535,1077,0,1
"Gambia, The",Africa,2014,60.7,3.3,40.9,62.4,264.471,654,0,1
Algeria,Africa,2009,74.6,6.9,24.4,28.4,106.1,3851,0,1
Poland,European Union,2003,74.6,11.5,7.0,8.1,141.427,7878,1,0
Burundi,Africa,2014,59.7,2.8,48.2,71.3,298.257,328,0,1
Bangladesh,Asia,2004,67.3,4.5,51.8,68.3,156.4125,733,0,1
Barbados,Central America and Caribbean,2002,77.5,9.1,14.2,15.5,122.8625,15905,0,1
Spain,European Union,2001,79.4,8.5,4.3,5.3,81.959,24708,1,0
Uzbekistan,Asia,2010,69.7,10.7,25.4,28.7,157.8785,2131,0,1
Turkmenistan,Asia,2014,67.6,9.8,36.3,42.0,191.3055,6149,0,1
Central African Republic,Africa,2008,46.2,3.4,102.5,152.8,494.9685,480,0,1
Cuba,Central America and Caribbean,2004,77.5,9.8,6.1,7.6,103.8635,4665,0,1
Togo,Africa,2013,59.2,4.5,53.7,80.9,278.601,537,0,1
St. Vincent and the Grenadines,Central America and Caribbean,2015,72.1,8.6,15.2,16.7,154.8235,7207,0,1
Montenegro,Rest of Europe,2008,75.1,10.9,7.0,8.1,122.2765,6206,0,1
Malaysia,Asia,2002,73.0,8.2,7.6,8.9,130.4885,6488,0,1
Sri Lanka,Asia,2005,74.7,10.4,12.2,14.2,132.3135,2245,0,1
Uzbekistan,Asia,2013,70.4,11.3,20.0,22.5,145.432,2487,0,1
Greece,European Union,2014,81.4,10.5,3.7,4.3,71.3785,18000,1,0
Serbia,Rest of Europe,2008,73.9,10.4,6.9,8.0,134.1205,5271,0,1
Mauritania,Africa,2014,63.7,4.3,56.2,85.1,205.0555,1489,0,1
Bolivia,South America,2002,63.6,7.2,50.4,67.2,231.344,2066,0,1
Rwanda,Africa,2011,64.5,3.8,40.6,58.6,233.744,631,0,1
Lebanon,Middle East,2006,77.3,7.6,11.2,13.0,77.1425,6684,0,1
Turkiye,Middle East,2012,75.4,7.5,13.6,15.8,111.4545,9587,0,1
Jamaica,Central America and Caribbean,2013,74.0,9.4,14.2,16.5,134.4545,4884,0,1
Moldova,Rest of Europe,2014,71.3,11.6,13.7,16.0,172.978,2720,0,1
Belgium,European Union,2014,81.3,11.5,3.3,4.1,72.379,40421,1,0
Serbia,Rest of Europe,2014,75.3,10.7,5.7,6.6,116.691,5463,0,1
India,Asia,2012,67.5,5.6,40.9,52.0,185.272,1347,0,1
Nicaragua,Central America and Caribbean,2013,73.2,6.4,18.0,21.1,152.7925,1916,0,1
Japan,Asia,2011,82.6,11.8,2.3,3.2,64.2585,33011,1,0
Bahrain,Middle East,2012,76.3,8.8,6.8,8.0,69.438,21188,0,1
Mauritius,Africa,2003,72.1,6.8,13.8,16.0,164.979,6022,0,1
Djibouti,Africa,2005,58.0,3.7,71.2,88.7,305.088,905,0,1
Poland,European Union,2001,74.2,11.1,7.6,8.8,147.2585,7451,1,0
Netherlands,European Union,2008,80.3,12.0,4.0,4.7,67.9805,45939,1,0
Sweden,European Union,2003,80.1,11.8,3.2,3.9,67.2,43195,1,0
Lebanon,Middle East,2014,78.7,8.4,7.4,8.6,61.5415,7938,0,1
Finland,European Union,2012,80.6,12.4,2.3,2.8,79.341,43637,1,0
Belarus,Rest of Europe,2004,69.0,9.2,7.3,9.4,245.7875,3522,0,1
Czechia,European Union,2013,78.2,12.6,2.5,3.1,88.7525,16594,1,0
Bhutan,Asia,2009,67.9,2.3,36.0,44.9,230.9395,2018,0,1
Equatorial Guinea,Africa,2001,53.6,5.4,104.4,151.4,332.218,6983,0,1
Montenegro,Rest of Europe,2002,73.2,10.3,11.4,12.9,138.1465,4529,0,1
Albania,Rest of Europe,2011,76.9,9.3,10.8,12.1,80.349,3678,0,1
Kuwait,Middle East,2005,73.5,5.8,9.8,11.4,81.8995,39850,0,1
"Gambia, The",Africa,2001,56.4,2.1,59.8,108.7,298.2375,747,0,1
Kiribati,Oceania,2015,67.3,7.9,44.7,57.6,198.449,1535,0,1
Burundi,Africa,2012,58.6,2.7,53.4,80.3,306.3965,319,0,1
"Micronesia, Fed. Sts.",Oceania,2006,65.7,6.3,28.5,34.6,175.731,3042,0,1
Angola,Africa,2007,52.2,4.5,90.6,147.0,297.0245,2845,0,1
Israel,Middle East,2008,81.0,12.6,3.9,4.9,64.414,31718,1,0
El Salvador,Central America and Caribbean,2013,71.9,6.6,14.4,16.8,187.4335,3591,0,1
Montenegro,Rest of Europe,2006,73.8,10.7,8.4,9.7,128.5365,5436,0,1
El Salvador,Central America and Caribbean,2007,70.5,5.8,19.2,22.6,203.491,3308,0,1
United States,North America,2012,78.7,13.3,6.0,7.1,104.536,54213,1,0
Bulgaria,European Union,2006,72.6,10.4,10.3,12.4,156.0375,5629,1,0
Brazil,South America,2015,75.0,7.6,14.2,15.9,144.3625,8814,0,1
Spain,European Union,2013,83.1,9.5,2.8,3.5,59.454,24361,1,0
Guyana,South America,2015,69.3,8.4,27.4,33.1,209.372,5577,0,1
Oman,Middle East,2001,72.6,5.6,13.3,15.4,126.257,21296,0,1
Dominican Republic,Central America and Caribbean,2012,72.5,7.5,28.8,35.0,165.809,5969,0,1
Angola,Africa,2006,51.1,4.5,95.7,156.4,307.785,2589,0,1
Cambodia,Asia,2000,58.4,3.2,79.2,106.3,259.469,487,0,1
Ghana,Africa,2005,58.7,6.4,54.9,83.0,279.54,1176,0,1
Canada,North America,2001,79.3,11.2,5.3,6.2,79.395,34227,1,0
Japan,Asia,2000,81.1,10.7,3.3,4.5,72.954,31431,1,0
Brazil,South America,2007,72.6,6.5,19.5,21.8,161.982,7937,0,1
Saudi Arabia,Middle East,2002,72.9,7.0,16.7,19.6,105.2955,16095,0,1
Mongolia,Asia,2011,67.8,9.8,20.6,24.4,225.0725,3028,0,1
Dominican Republic,Central America and Caribbean,2011,72.3,7.4,28.8,35.0,167.619,5881,0,1
Brazil,South America,2014,74.7,7.4,14.6,16.3,146.3165,9215,0,1
Ukraine,Rest of Europe,2013,71.2,11.3,8.8,10.2,201.674,2466,0,1
Poland,European Union,2013,77.0,12.1,4.5,5.2,119.573,11656,1,0
Ukraine,Rest of Europe,2009,69.2,11.3,10.6,12.3,230.8795,2215,0,1
Costa Rica,Central America and Caribbean,2003,77.9,7.9,10.0,11.8,96.955,8158,0,1
El Salvador,Central America and Caribbean,2000,68.9,5.2,27.4,33.2,220.1275,2993,0,1
Chad,Africa,2014,52.8,2.2,77.3,132.3,365.883,780,0,1
Tonga,Oceania,2007,69.9,9.8,12.0,14.0,147.075,3817,0,1
Somalia,Africa,2010,54.0,2.1,96.2,157.4,326.1265,296,0,1
China,Asia,2015,75.9,7.7,8.3,10.7,82.273,8016,0,1
Albania,Rest of Europe,2002,74.6,9.0,21.7,24.4,87.182,2247,0,1
Uruguay,South America,2007,76.3,8.2,11.0,12.6,115.7035,11245,0,1
Russian Federation,Rest of Europe,2006,66.7,11.4,10.3,12.8,292.2095,7950,0,1
Cyprus,European Union,2010,79.4,11.5,2.8,3.4,57.4125,26020,1,0
Eritrea,Africa,2015,64.7,3.9,34.0,46.3,255.781,9011,0,1
Panama,Central America and Caribbean,2002,75.4,8.7,20.9,24.8,124.3705,6881,0,1
"Bahamas, The",Central America and Caribbean,2001,72.0,10.9,14.0,16.4,187.537,36178,0,1
"Yemen, Rep.",Middle East,2007,64.5,2.2,50.0,65.6,244.445,2555,0,1
Panama,Central America and Caribbean,2004,75.7,8.9,20.0,23.5,124.7005,7427,0,1
Guinea,Africa,2007,54.9,1.6,79.4,126.6,304.0,684,0,1
Kuwait,Middle East,2015,75.1,7.1,7.5,8.8,58.1365,29870,0,1
Finland,European Union,2002,78.1,9.5,3.3,4.1,97.1345,39351,1,0
Croatia,European Union,2007,75.7,10.1,5.3,6.2,106.427,12550,1,0
St. Lucia,Central America and Caribbean,2004,74.0,7.4,15.8,18.3,163.506,9800,0,1
Burkina Faso,Africa,2001,50.9,1.3,89.3,174.9,325.735,456,0,1
United States,North America,2009,78.4,13.2,6.4,7.5,107.0105,51996,1,0
Cabo Verde,Africa,2010,71.1,5.1,22.1,26.3,133.3605,3011,0,1
Poland,European Union,2004,74.8,11.6,6.8,7.8,142.2675,8275,1,0
Canada,North America,2015,81.9,13.1,4.7,5.4,65.9695,43596,1,0
Ethiopia,Africa,2005,56.2,1.9,69.5,108.9,338.17,310,0,1
"Venezuela, RB",South America,2010,73.1,8.9,14.7,17.1,148.2105,13825,0,1
Namibia,Africa,2014,61.4,6.7,34.0,47.9,328.32,4782,0,1
Ukraine,Rest of Europe,2010,70.3,11.3,10.1,11.7,213.7115,2315,0,1
Equatorial Guinea,Africa,2009,55.3,5.5,81.7,115.3,332.154,15906,0,1
Mongolia,Asia,2010,67.4,9.5,22.1,26.3,230.153,2630,0,1
United States,North America,2001,76.8,12.7,7.0,8.3,114.2395,48727,1,0
Belarus,Rest of Europe,2002,68.1,9.1,8.5,10.9,260.3945,2912,0,1
Myanmar,Asia,2011,64.0,4.3,47.0,61.0,204.845,963,0,1
Grenada,Central America and Caribbean,2015,72.4,8.7,14.3,16.2,141.3,9097,0,1
Nigeria,Africa,2002,46.8,5.2,103.8,171.5,411.5985,1685,0,1
China,Asia,2007,73.6,7.0,16.2,20.1,99.551,4319,0,1
"Venezuela, RB",South America,2011,73.1,9.8,14.7,17.2,147.169,10956,0,1
Antigua and Barbuda,Central America and Caribbean,2009,75.7,9.3,8.7,10.6,139.537,15402,0,1
Timor-Leste,Oceania,2008,66.3,4.0,56.0,67.7,171.0075,1020,0,1
Afghanistan,Asia,2006,58.8,2.7,74.6,104.1,271.4905,354,0,1
Peru,South America,2009,74.1,8.4,16.2,20.8,134.0135,4819,0,1
Guyana,South America,2011,68.3,8.2,30.0,36.7,215.255,5089,0,1
Senegal,Africa,2010,64.3,2.4,42.4,65.7,211.9,1150,0,1
"Egypt, Arab Rep.",Africa,2011,70.5,6.7,23.1,27.5,157.823,3473,0,1
Angola,Africa,2001,47.1,4.4,118.2,198.4,361.129,1847,0,1
Italy,European Union,2014,83.1,10.1,3.0,3.6,51.776,29980,1,0
Slovak Republic,European Union,2011,76.0,12.1,5.6,6.8,120.157,14890,1,0
Algeria,Africa,2013,75.7,7.8,22.1,25.8,98.739,4043,0,1
United Kingdom,Rest of Europe,2005,79.0,12.2,5.1,6.0,79.5075,43137,1,0
El Salvador,Central America and Caribbean,2003,69.7,5.7,23.5,28.1,213.592,3060,0,1
Cameroon,Africa,2009,54.6,5.2,71.1,114.3,365.4865,1247,0,1
Albania,Rest of Europe,2015,78.0,9.7,8.5,9.6,75.205,3953,0,1
Cameroon,Africa,2014,57.1,6.0,59.5,92.4,345.615,1344,0,1
Lesotho,Africa,2015,51.0,6.1,72.6,94.6,513.4755,1146,0,1
Rwanda,Africa,2004,53.6,2.7,72.8,118.6,368.1215,425,0,1
Switzerland,Rest of Europe,2005,81.2,12.0,4.3,5.1,65.1225,76785,1,0
Mozambique,Africa,2010,52.3,3.2,72.5,104.9,382.0835,480,0,1
Cambodia,Asia,2002,60.3,3.3,67.3,86.7,243.8905,539,0,1
Liberia,Africa,2006,56.4,3.8,85.3,121.0,294.2555,578,0,1
Suriname,South America,2003,68.3,7.7,24.9,28.2,207.3055,6816,0,1
Namibia,Africa,2001,51.4,5.8,44.2,75.3,470.342,3111,0,1
Uganda,Africa,2013,59.9,5.4,42.4,62.3,321.4315,821,0,1
Nepal,Asia,2008,66.7,3.1,40.1,50.8,186.7545,675,0,1
Saudi Arabia,Middle East,2015,74.7,9.5,7.8,9.1,87.974,20628,0,1
India,Asia,2015,68.6,6.3,34.9,43.5,177.9465,1606,0,1
Czechia,European Union,2012,78.1,12.4,2.6,3.2,92.0385,16607,1,0
Luxembourg,European Union,2002,78.0,10.7,3.3,4.0,98.426,96270,1,0
Cameroon,Africa,2010,55.1,5.3,68.6,110.1,362.5215,1248,0,1
Cyprus,European Union,2004,78.5,10.5,4.1,4.8,64.721,24798,1,0
Montenegro,Rest of Europe,2009,75.1,11.0,6.3,7.4,118.42,5834,0,1
Peru,South America,2007,73.5,8.1,18.2,23.4,137.505,4439,0,1
Djibouti,Africa,2002,57.2,3.4,76.5,96.1,323.2315,791,0,1
Colombia,South America,2013,76.1,7.8,14.3,16.6,142.829,5867,0,1
Indonesia,Asia,2012,69.9,7.6,25.9,31.2,181.1225,2981,0,1
South Africa,Africa,2004,53.4,8.8,49.4,77.7,501.4985,5374,0,1
Lithuania,European Union,2015,74.3,13.0,4.0,4.9,165.233,14264,1,0
Czechia,European Union,2004,75.7,11.6,3.7,4.6,114.2985,14070,1,0
Italy,European Union,2008,81.5,9.5,3.5,4.1,60.1245,33530,1,0
New Zealand,Oceania,2011,80.9,12.0,5.0,6.0,70.233,35916,1,0
Nigeria,Africa,2010,50.9,5.2,84.3,135.5,376.179,2404,0,1
Thailand,Asia,2010,74.2,7.7,11.7,13.6,160.1755,5164,0,1
Bulgaria,European Union,2008,73.0,10.5,9.5,11.4,148.4445,6460,1,0
Central African Republic,Africa,2004,44.4,3.2,106.9,162.5,532.8745,459,0,1
Honduras,Central America and Caribbean,2001,71.0,4.4,29.0,35.3,169.61,1791,0,1
Haiti,Central America and Caribbean,2008,59.8,4.6,61.3,83.2,271.8455,1339,0,1
Austria,European Union,2013,81.1,11.9,3.2,3.9,67.3475,44299,1,0
Dominican Republic,Central America and Caribbean,2000,69.4,6.4,32.4,40.0,186.951,4209,0,1
Djibouti,Africa,2003,57.4,3.5,74.7,93.6,317.1835,819,0,1
Rwanda,Africa,2001,49.9,2.4,100.0,167.4,432.824,361,0,1
Ghana,Africa,2013,62.1,6.9,41.8,59.8,251.5445,1768,0,1
Malta,European Union,2005,79.3,9.8,6.1,7.0,59.577,18134,1,0
